date,title,source,keyword,text,is_regulation,asset,sentiment_label,sentiment_score,sentiment_confidence
2026-04-16,AllUnity takes MiCA-regulated euro stablecoin EURAU further into DeFi,Cointelegraph,crypto regulation,AllUnity takes MiCA-regulated euro stablecoin EURAU further into DeFi AllUnity is expanding its MiCA-compliant EURAU stablecoin into liquidity pools on DEXs such as Uniswap and Raydium amid ongoing regulatory uncertainty over DeFi.,1,OTHER,positive,0.8626863956451416,0.8626863956451416
2026-04-16,FA opens investigation into alleged breach of betting regulations by Kettering manager,The Guardian,cryptocurrency regulation,"FA opens investigation into alleged breach of betting regulations by Kettering manager The Football Association has opened an investigation into allegations of a breach of betting regulations by the Kettering Town manager, Liam McDonald",1,OTHER,negative,-0.8445422053337097,0.8445422053337097
2026-04-16,What are the UK government’s plans to regulate social media for under-16s?,The Guardian,cryptocurrency regulation,"What are the UK government’s plans to regulate social media for under-16s? As Keir Starmer tells tech bosses to make their sites safer, ministers are weighing up what they can do",1,OTHER,negative,-0.513649046421051,0.513649046421051
2026-04-16,Why Australia’s $17B crypto opportunity depends on regulation,Cointelegraph,crypto regulation,"Why Australia’s $17B crypto opportunity depends on regulation Australia could unlock an A$24B crypto and tokenization opportunity, but only if clear regulations, licensing rules and digital finance infrastructure are put in place.",1,OTHER,neutral,0.0,0.7087828516960144
2026-04-16,NHS patients should be able to write up their own medical records – and not have to rely on Post-it notes,The Guardian,digital currency,"NHS patients should be able to write up their own medical records – and not have to rely on Post-it notes The lack of a unified digital repository for patients and healthcare workers means that key medical changes are often missed. But the NHS can learn from US intelligence sharing, says Emerging Voices winner Will Parman",0,OTHER,neutral,0.0,0.907045304775238
2026-04-16,"New regulator powers could stifle advocacy, UK’s largest civil society bodies warn",The Guardian,cryptocurrency regulation,"New regulator powers could stifle advocacy, UK’s largest civil society bodies warn Exclusive: Letter urges ministers to consult on Charity Commission measures meant to tackle extremism",0,OTHER,neutral,0.0,0.7738621830940247
2026-04-16,Now you can break up with big tech at a bar: ‘cybersecurity disguised as a party’,The Guardian,digital currency,"Now you can break up with big tech at a bar: ‘cybersecurity disguised as a party’ These digital security organizers bring the fight for online privacy to dance parties, bars and reading groups",1,OTHER,neutral,0.0,0.9271968007087708
2026-04-17,Goldman Sachs files for Bitcoin Premium Income ETF with SEC,Crypto Briefing,SEC crypto,"Goldman Sachs files for Bitcoin Premium Income ETF with SEC Goldman's ETF filing could drive institutional interest in Bitcoin, potentially stabilizing its market and influencing future crypto investments.
The post Goldman Sachs files for Bitcoin Premium Income ETF with SEC appeared first on Crypto Briefing.",1,BTC,neutral,0.0,0.8549196720123291
2026-04-17,Goldman Sachs launches Bitcoin Premium Income ETF amid crypto integration push,Crypto Briefing,SEC crypto,"Goldman Sachs launches Bitcoin Premium Income ETF amid crypto integration push Goldman's Bitcoin ETF signals mainstream acceptance, pressuring other banks to adopt crypto, potentially reshaping financial markets.
The post Goldman Sachs launches Bitcoin Premium Income ETF amid crypto integration push appeared first on Crypto Briefing.",1,BTC,neutral,0.0,0.5099252462387085
2026-04-17,5 Crypto Marketing Mistakes to Stop Now,Techbullion.com,SEC crypto,5 Crypto Marketing Mistakes to Stop Now The fastest way to waste a crypto marketing budget is to repeat the same mistakes every other project makes. Agencies that audit blockchain campaigns weekly report remarkably consistent patterns of failure. This guide breaks down the five most common crypto m…,0,OTHER,neutral,0.0,0.5021111369132996
2026-04-17,Crypto Scam Fallout: Texas Man Sentenced to 23 Years Over Fake Meta-1 Coin,Bitcoinfoundation.org,SEC crypto,"Crypto Scam Fallout: Texas Man Sentenced to 23 Years Over Fake Meta-1 Coin Nearly 1,000 investors fell victim to his scheme. Texas resident Robert Dunlap was sentenced to 23 years in federal prison for participating in a fraudulent...
The post Crypto Scam Fallout: Texas Man Sentenced to 23 Years Over Fake Meta-1 Coin appeared first …",1,OTHER,negative,-0.7451777458190918,0.7451777458190918
2026-04-17,Circle faces class action after $285M Drift Protocol hack on Solana,Crypto Briefing,SEC crypto,"Circle faces class action after $285M Drift Protocol hack on Solana The class action lawsuit against Circle could further erode investor confidence in Solana, impacting its market stability and growth.
The post Circle faces class action after $285M Drift Protocol hack on Solana appeared first on Crypto Briefing.",1,SOL,negative,-0.9344039559364319,0.9344039559364319
2026-04-17,Bitcoin Rallies On Fragile Peace Deal Between Israel And Lebanon,newsBTC,SEC crypto,Bitcoin Rallies On Fragile Peace Deal Between Israel And Lebanon Bitcoin traders are already betting the wider US-Iran ceasefire will hold. Data from prediction market Polymarket puts the odds of a permanent peace deal by April 22 at 23%. Related Reading: Bitcoin Rally Faces First Test At $76K As Sellers Step In: Analysts …,1,BTC,positive,0.8284665942192078,0.8284665942192078
2026-04-17,"Schwab enables Bitcoin, Ethereum trading for 39M clients",Crypto Briefing,SEC crypto,"Schwab enables Bitcoin, Ethereum trading for 39M clients Schwab's crypto trading access could accelerate mainstream adoption, influencing regulatory scrutiny and prompting industry-wide shifts.
The post Schwab enables Bitcoin, Ethereum trading for 39M clients appeared first on Crypto Briefing.",0,BTC,neutral,0.0,0.7566400766372681
2026-04-17,"Charles Schwab begins internal Bitcoin trading, public launch imminent",Crypto Briefing,SEC crypto,"Charles Schwab begins internal Bitcoin trading, public launch imminent Schwab's Bitcoin trading could accelerate institutional adoption, potentially stabilizing and boosting cryptocurrency market confidence.
The post Charles Schwab begins internal Bitcoin trading, public launch imminent appeared first on Crypto Briefing.",0,BTC,neutral,0.0,0.5959916710853577
2026-04-17,SRx Health Solutions and EMJX Issue Letter to Shareholders from Eric M. Jackson,GlobeNewswire,SEC crypto,SRx Health Solutions and EMJX Issue Letter to Shareholders from Eric M. Jackson EMJ Crypto Technologies (EMJX) Founder and CEO Mr. Jackson provides update on operational progress and timing of proposed merger between SRx Health Solutions and EMJX EMJ Crypto Technologies (EMJX) Founder and CEO Mr. Jackson provides update on operational pr…,0,SOL,neutral,0.0,0.9181553721427917
2026-04-17,"Price predictions 4/17: BTC, ETH, XRP, BNB, SOL, DOGE, HYPE, ADA, BCH, LINK",Cointelegraph,SOL,"Price predictions 4/17: BTC, ETH, XRP, BNB, SOL, DOGE, HYPE, ADA, BCH, LINK Bitcoin pole vaulted to $78,000 and altcoins soared after Iran said that the Strait of Hormuz was fully open. Will bulls be able to sustain the upward momentum?",0,SOL,positive,0.8951776027679443,0.8951776027679443
2026-04-17,Calls grow to remove Peru election chief as vote count drags on,Japan Today,SOL,"Calls grow to remove Peru election chief as vote count drags on Calls to remove the head of Peru's electoral authority intensified on Friday as delays and alleged irregularities clouded the presidential vote count, with no ‌clear challenger emerging to face conservative frontrunner Keiko Fujimori in a June runoff. Pressur…",0,OTHER,negative,-0.7998517751693726,0.7998517751693726
2026-04-17,"Bitcoin miners halt sales, whales accumulate 270,000 BTC since February",Crypto Briefing,SEC crypto,"Bitcoin miners halt sales, whales accumulate 270,000 BTC since February The halt in miner sales and whale accumulation could drive Bitcoin prices higher, but regulatory and geopolitical factors may impact stability.
The post Bitcoin miners halt sales, whales accumulate 270,000 BTC since February appeared first on Crypto Briefing.",0,BTC,negative,-0.8332241177558899,0.8332241177558899
2026-04-17,Crypto News: AlphaPepe Closes In On Binance Listing While XRP Price Prediction Targets $8 After Rakuten Wallet Integration,GlobeNewswire,SEC crypto,"Crypto News: AlphaPepe Closes In On Binance Listing While XRP Price Prediction Targets $8 After Rakuten Wallet Integration MONACO, April 17, 2026 (GLOBE NEWSWIRE) -- AlphaPepe has entered Binance listing discussions and the presale response has been immediate. Capital is entering at a pace that most projects in 2026 have failed to generate as stages finalize in days. The crypto n…",0,OTHER,neutral,0.0,0.575776994228363
2026-04-17,The Best HBO Max Shows of 2026 (So Far),esquire.com,SOL,The Best HBO Max Shows of 2026 (So Far) Snappy comedies and riveting reality shows define HBO on the eve of another massive merger.,1,OTHER,neutral,0.0,0.4905410408973694
2026-04-17,"Bitcoin Rockets To $78,000—Top Analyst Reveals How High It Could Go Next",Bitcoinist,SOL,"Bitcoin Rockets To $78,000—Top Analyst Reveals How High It Could Go Next Bitcoin (BTC) is making a strong comeback, snapping back toward the $78,000 area for the first time in more than two months as sentiment improves across global markets.   The move comes as tensions between the United States and Iran appear to have eased, and …",0,BTC,positive,0.9481620788574219,0.9481620788574219
2026-04-17,"Beaten-down digital asset treasury names lead crypto stock surge as bitcoin hits $78,000",CoinDesk,SOL,"Beaten-down digital asset treasury names lead crypto stock surge as bitcoin hits $78,000 Oil prices slumped as Trump said Iran committed to open the Strait of Hormuz and the U.S. plans to acquire that country's enriched uranium as part of a deal.",0,BTC,negative,-0.9556467533111572,0.9556467533111572
2026-04-17,"100x Leverage, No KYC, $50 Welcome Bonus, and Double Deposit Bonus — Trade Crypto Futures on BexBack",GlobeNewswire,SOL,"100x Leverage, No KYC, $50 Welcome Bonus, and Double Deposit Bonus — Trade Crypto Futures on BexBack SINGAPORE, April 17, 2026 (GLOBE NEWSWIRE) -- With Bitcoin surpassing the $75,000 milestone, many analysts agree that a new crypto bull market is officially underway. In response, savvy investors are increasingly turning to high-leverage futures trading to ma…",0,BTC,positive,0.7120155096054077,0.7120155096054077
2026-04-17,Mexico’s 41st Guadalajara Film Festival Opens With Fernando Eimbcke’s ‘Flies’,Variety,SOL,"Mexico’s 41st Guadalajara Film Festival Opens With Fernando Eimbcke’s ‘Flies’ Fernando Eimbcke’s “Flies” (“Moscas”), a tender black & white drama that world premiered at the Berlinale, is set to open the 41st Guadalajara Film Festival (FICG).  Having moved to a Spring date to avoid clashing with World Cup soccer games, FICG runs April …",0,OTHER,neutral,0.0,0.9093326926231384
2026-04-17,It's Officially Been 15 Years Since Game Of Thrones Changed TV Forever,Screen Rant,SOL,"It's Officially Been 15 Years Since Game Of Thrones Changed TV Forever It's been 15 years since Game of Thrones' first episode premiered on HBO, forever changing the fantasy genre and the television landscape.",0,OTHER,neutral,0.0,0.9199346303939819
2026-04-17,CNBC’s Expert Analyst Reveals the Most Hated Crypto Rally is on the Verge of Unfolding,ZyCrypto,SEC crypto,"CNBC’s Expert Analyst Reveals the Most Hated Crypto Rally is on the Verge of Unfolding Bitcoin’s latest advance is one of the most widely dismissed rallies in years. Yet the very skepticism surrounding it may be the fuel that keeps it alive, according to prominent crypto commentator Ran Neuner. In a live broadcast on Thursday, the CNBC contribu…",0,BTC,neutral,0.0,0.7518765330314636
2026-04-17,Kraken owner to buy Bitnomial for up to $500M,Crypto Briefing,SEC crypto,"Kraken owner to buy Bitnomial for up to $500M Kraken's acquisition of Bitnomial could significantly enhance US crypto derivatives infrastructure, potentially reshaping market dynamics.
The post Kraken owner to buy Bitnomial for up to $500M appeared first on Crypto Briefing.",0,OTHER,neutral,0.0,0.5170850157737732
2026-04-17,parsimony-core 0.1.0a1,Pypi.org,SEC crypto,"parsimony-core 0.1.0a1 Connector framework for financial data — search, fetch, and catalog series from FRED, SDMX, FMP, SEC Edgar, and more",1,OTHER,neutral,0.0,0.9234936237335205
2026-04-17,Robinhood Surges 6%: A Landmark SEC Rule Change Fuels the Rally but Schwab’s Crypto Launch Looms Large,24/7 Wall St.,SEC crypto,"Robinhood Surges 6%: A Landmark SEC Rule Change Fuels the Rally but Schwab’s Crypto Launch Looms Large Robinhood Markets (NASDAQ:HOOD) stock is up 6% in Friday morning trading, with shares climbing to $92 as of the latest data. That’s a meaningful intraday...",1,OTHER,positive,0.9489896297454834,0.9489896297454834
2026-04-17,Elizabeth Warren Accuses SEC Chair Paul Atkins of Potentially Lying to Congress,Decrypt,SEC crypto,Elizabeth Warren Accuses SEC Chair Paul Atkins of Potentially Lying to Congress Senator Elizabeth Warren said Paul Atkins may have intentionally misled Congress by pushing back over the SEC's dwindling enforcement actions.,1,OTHER,negative,-0.9023488163948059,0.9023488163948059
2026-04-17,"BGIN BLOCKCHAIN LIMITED Schedules the Fiscal Year 2025 Earnings and Conference Call on April 24, 2026",GlobeNewswire,SEC crypto,"BGIN BLOCKCHAIN LIMITED Schedules the Fiscal Year 2025 Earnings and Conference Call on April 24, 2026 SINGAPORE, April 18, 2026 (GLOBE NEWSWIRE) -- BGIN BLOCKCHAIN LIMITED (the “Company”; NASDAQ: BGIN), a digital asset technology company with proprietary cryptocurrency mining technologies and a manufacturer of cryptocurrency mining hardware, today announced d…",0,OTHER,neutral,0.0,0.9338245987892151
2026-04-17,Crypto News: AlphaPepe Announces $870k Raised Amid Dogecoin Price Prediction Targeting $0.47 Following X Money Beta Launch,GlobeNewswire,SEC crypto,"Crypto News: AlphaPepe Announces $870k Raised Amid Dogecoin Price Prediction Targeting $0.47 Following X Money Beta Launch MONACO, April 17, 2026 (GLOBE NEWSWIRE) -- AlphaPepe has crossed $870,000 in presale capital raised and stages continue finalizing in days. Capital is entering at a pace that most projects in 2026 have failed to generate. The crypto news around AlphaPepe is b…",0,OTHER,neutral,0.0,0.5255441665649414
2026-04-17,"BlackRock Bitcoin, Ethereum ETFs see $111.5M inflows amid market optimism",Crypto Briefing,SEC crypto,"BlackRock Bitcoin, Ethereum ETFs see $111.5M inflows amid market optimism BlackRock's ETF inflows signal increased institutional confidence, potentially influencing future cryptocurrency market dynamics and price targets.
The post BlackRock Bitcoin, Ethereum ETFs see $111.5M inflows amid market optimism appeared first on Crypto Bri…",0,BTC,positive,0.8847822546958923,0.8847822546958923
2026-04-17,SEC tackles crypto in first episode of new podcast,Dlnews.com,crypto regulation,"SEC tackles crypto in first episode of new podcast The SEC has a new podcast. A large part of its first episode was dedicated to crypto. ""Crypto mom"" Hester Peirce discussed the ""beauty of the technology"" and...",1,OTHER,neutral,0.0,0.897895336151123
2026-04-17,Can This Latest Integration Send Solana To $500 And XRP to $10?,newsBTC,SOL,Can This Latest Integration Send Solana To $500 And XRP to $10? The crypto market is buzzing after new speculation about a potential collaboration between Solana (SOL) and XRP spread across social media. This comes alongside claims of a wrapped XRP (wXRP) expansion into Solana-based decentralized finance. The developments…,0,SOL,positive,0.7578887343406677,0.7578887343406677
2026-04-17,Deutsche Börse buys $200M stake in Kraken; UK starts crypto regulation consultation,Crypto Briefing,crypto regulation,"Deutsche Börse buys $200M stake in Kraken; UK starts crypto regulation consultation Institutional investments and regulatory consultations signal a maturing crypto market, potentially stabilizing Bitcoin's price trajectory.
The post Deutsche Börse buys $200M stake in Kraken; UK starts crypto regulation consultation appeared first on Crypto B…",1,BTC,positive,0.9058762788772583,0.9058762788772583
2026-04-17,More than half of Britons support rejoining EU 10 years on from Brexit vote,The Guardian,cryptocurrency regulation,More than half of Britons support rejoining EU 10 years on from Brexit vote Experts say Labour’s ‘halfway house’ approach risks losing support from progressives and ‘red wall’ voters,0,OTHER,negative,-0.956657886505127,0.956657886505127
2026-04-17,How Pakistan’s army chief became an unlikely peacemaker in the Iran war ,The Guardian,crypto SEC,How Pakistan’s army chief became an unlikely peacemaker in the Iran war  Trump’s ‘favourite field marshal’ has been a key figure in mediation efforts and now much rides for Asim Munir on the success of talks,0,OTHER,neutral,0.0,0.5747722387313843
2026-04-17,"The Vegas Lesson That Made Warren Buffett Tell His Wife, 'We're Going to Get Rich'",Yahoo Entertainment,crypto regulation,"The Vegas Lesson That Made Warren Buffett Tell His Wife, 'We're Going to Get Rich' Decades ago, billionaire Warren Buffett noticed something in Las Vegas that helped him understand investor psychology: people inherently like to gamble and...",0,OTHER,neutral,0.0,0.8811826705932617
2026-04-17,"JAMES CARTER: Congress Has a Plan. Several, Actually",The Daily Caller,crypto regulation,"JAMES CARTER: Congress Has a Plan. Several, Actually Spring in Washington usually brings cherry blossoms, warmer weather, and a familiar reminder that Congress has a habit of taking on more than it can neatly",0,OTHER,neutral,0.0,0.8658512234687805
2026-04-17,Podcast: Why the Biggest Market in the World Is Money. And Up for Grabs,pymnts.com,crypto regulation,"Podcast: Why the Biggest Market in the World Is Money. And Up for Grabs ﻿ Explore more conversations like this From the Block.  Stablecoins have long promised a cleaner, faster financial system. What they have lacked is a convincing bridge to the world people and businesses already use. In the latest episode of the “From the Bloc…",0,OTHER,neutral,0.0,0.7523221373558044
2026-04-17,The O.C. Guy Says Bitcoin Is ‘Still a Ponzi Scheme’,New York Magazine,crypto regulation,"The O.C. Guy Says Bitcoin Is ‘Still a Ponzi Scheme’ In his documentary ‘Everyone Is Lying to You for Money,’ the ‘O.C.’ actor turned crypto naysayer Ben McKenzie explores how bitcoin is ‘still a Ponzi scheme.’",0,BTC,neutral,0.0,0.7530949115753174
2026-04-17,Polish leader Tusk claims Russia-linked crypto firm backed Nawrocki's presidential bid,seattlepi.com,crypto regulation,"Polish leader Tusk claims Russia-linked crypto firm backed Nawrocki's presidential bid Polish Prime Minister Donald Tusk claims a cryptocurrency firm with “Russian money” has sponsored politicians from Poland's former government. Tusk spoke on Friday as the Polish parliament voted on a veto by President Karol Nawrocki, who blocked legislation r…",0,OTHER,neutral,0.0,0.5778582096099854
2026-04-17,SEC Officials Push US Crypto Ambitions in Debut Podcast Episode,Decrypt,crypto regulation,"SEC Officials Push US Crypto Ambitions in Debut Podcast Episode The agency's chairman, Paul Atkins, sat down with two key commissioners to outline a shift away from enforcement.",1,OTHER,neutral,0.0,0.6572954654693604
2026-04-17, Social media can make us feel that the loudest ideas are the best – but are they? ,The Guardian,digital currency, Social media can make us feel that the loudest ideas are the best – but are they?  Community and content strategist Daisy Morris believes that creative powwows and collaboration deliver better outcomes than algorithms and attention-seeking,0,OTHER,positive,0.7824409604072571,0.7824409604072571
2026-04-17,Ramp Network rolls out multichain wallet for simpler self-custody,Cointelegraph,crypto regulation,"Ramp Network rolls out multichain wallet for simpler self-custody The crypto infrastructure company said its new wallet lets users buy, sell, swap and cash out digital assets in one app without relying on outside providers.",0,OTHER,neutral,0.0,0.8405510783195496
2026-04-17,Kraken Parent Payward Agrees to Acquire Derivatives Exchange Bitnomial for $550 Million,Decrypt,crypto regulation,Kraken Parent Payward Agrees to Acquire Derivatives Exchange Bitnomial for $550 Million The acquisition will give Kraken access to the only complete CFTC-licensed crypto derivatives infrastructure in the U.S.,1,OTHER,positive,0.7925558686256409,0.7925558686256409
2026-04-17,How to Find Crypto Arbitrage Opportunities: A Step-by-Step Trading Guide,Bitcoinfoundation.org,crypto regulation,"How to Find Crypto Arbitrage Opportunities: A Step-by-Step Trading Guide What Is Crypto Arbitrage Trading? Basic Definition of Crypto Arbitrage Crypto arbitrage trading is essentially the act of profiting from the differences in pricing of...
The post How to Find Crypto Arbitrage Opportunities: A Step-by-Step Trading Guide appeare…",0,OTHER,neutral,0.0,0.9347310066223145
2026-04-17,How to Trade Crypto with Leverage: What Leverage Is and How to Use It Safely,Bitcoinfoundation.org,crypto regulation,"How to Trade Crypto with Leverage: What Leverage Is and How to Use It Safely What Is Leverage in Crypto Trading? How leverage works in crypto markets Crypto leverage trading allows taking much larger positions than the money they actually...
The post How to Trade Crypto with Leverage: What Leverage Is and How to Use It Safely appeared…",0,OTHER,neutral,0.0,0.93309086561203
2026-04-17,Meet the crypto guru to the Fortune 500,Fortune,crypto regulation,Meet the crypto guru to the Fortune 500 P2P.org's new CFO Betsabe Botaitis built her career at the intersection of finance and technology.,1,OTHER,neutral,0.0,0.9137386679649353
2026-04-18,$280M KelpDAO exploit via LayerZero bridge shakes DeFi markets,Crypto Briefing,Solana,"$280M KelpDAO exploit via LayerZero bridge shakes DeFi markets The exploit highlights vulnerabilities in DeFi infrastructure, raising systemic risk concerns and impacting market confidence and liquidity.
The post $280M KelpDAO exploit via LayerZero bridge shakes DeFi markets appeared first on Crypto Briefing.",0,OTHER,negative,-0.5209007859230042,0.5209007859230042
2026-04-18,Feds Try To Cut Down El Chapo's Family Tree To Cut Off Chicago's Drug Flow,Borderlandbeat.com,SOL,Feds Try To Cut Down El Chapo's Family Tree To Cut Off Chicago's Drug Flow “Sol Prendido” for Borderland Beat  Evidence suggests law enforcement is chopping down the Sinaloa family tree in a continued effort to dism...,1,SOL,negative,-0.8797973990440369,0.8797973990440369
2026-04-18,Solana Price Prediction: How Much Will 1 SOL Be Worth in 2030?,Yahoo Entertainment,SOL,Solana Price Prediction: How Much Will 1 SOL Be Worth in 2030? ,0,SOL,neutral,0.0,0.9343478679656982
2026-04-18,"Crypto hacks hit record $450M in two weeks, Bitcoin market unfazed",Crypto Briefing,SEC crypto,"Crypto hacks hit record $450M in two weeks, Bitcoin market unfazed Despite the record crypto hacks, market confidence remains stable, but prolonged security issues could undermine long-term investor trust.
The post Crypto hacks hit record $450M in two weeks, Bitcoin market unfazed appeared first on Crypto Briefing.",1,BTC,negative,-0.5871391296386719,0.5871391296386719
2026-04-18,Solana network activity surges despite price drop to $83 amid geopolitical tensions,Crypto Briefing,SOL,"Solana network activity surges despite price drop to $83 amid geopolitical tensions Solana's network growth amid price volatility highlights potential mispricing, suggesting future price corrections if fundamentals align.
The post Solana network activity surges despite price drop to $83 amid geopolitical tensions appeared first on Crypto Bri…",0,SOL,positive,0.4873383641242981,0.4873383641242981
2026-04-18,mnemic-mre added to PyPI,Pypi.org,SEC crypto,mnemic-mre added to PyPI Mnemic Reflex Engine — Zero-cost autonomous expert steering for Mixture-of-Experts language models,0,OTHER,neutral,0.0,0.5866968631744385
2026-04-18,"XRP classified as digital commodity, enabling US exchange listings and ETFs",Crypto Briefing,SEC crypto,"XRP classified as digital commodity, enabling US exchange listings and ETFs XRP's classification as a digital commodity could boost its market value through increased exchange listings and potential ETF inflows.
The post XRP classified as digital commodity, enabling US exchange listings and ETFs appeared first on Crypto Briefing.",0,OTHER,positive,0.5529383420944214,0.5529383420944214
2026-04-18,"Schwab opens Bitcoin, Ethereum trading to 46M clients with $11.8T in assets",Crypto Briefing,SEC crypto,"Schwab opens Bitcoin, Ethereum trading to 46M clients with $11.8T in assets Schwab's crypto trading could drive gradual adoption, influencing client allocation and prompting regulatory and competitive responses.
The post Schwab opens Bitcoin, Ethereum trading to 46M clients with $11.8T in assets appeared first on Crypto Briefing.",0,BTC,neutral,0.0,0.8087149262428284
2026-04-18,Crypto News: Ethereum Based Crypto Pepeto Approaches Binance Listing While the XRP Price Prediction Shifts,GlobeNewswire,SEC crypto,"Crypto News: Ethereum Based Crypto Pepeto Approaches Binance Listing While the XRP Price Prediction Shifts Dubai, UAE, April 18, 2026 (GLOBE NEWSWIRE) -- Pepeto keeps moving closer to its Binance listing, with presale rounds closing at a speed that shows exactly how the largest wallets in the market are treating this project. But the crypto news swirling around th…",0,OTHER,neutral,0.0,0.7897177934646606
2026-04-18,Ethereum-backed project uncovers 100 North Korean operatives in crypto firms,Crypto Briefing,SEC crypto,"Ethereum-backed project uncovers 100 North Korean operatives in crypto firms The discovery of operatives may prompt stricter regulations, impacting crypto firm operations and market dynamics significantly.
The post Ethereum-backed project uncovers 100 North Korean operatives in crypto firms appeared first on Crypto Briefing.",1,OTHER,negative,-0.7396613359451294,0.7396613359451294
2026-04-18,Morgan Stanley launches first US bank-affiliated Bitcoin ETF on NYSE Arca,Crypto Briefing,SEC crypto,"Morgan Stanley launches first US bank-affiliated Bitcoin ETF on NYSE Arca Morgan Stanley's Bitcoin ETF launch could drive institutional interest, potentially stabilizing Bitcoin prices and influencing market dynamics.
The post Morgan Stanley launches first US bank-affiliated Bitcoin ETF on NYSE Arca appeared first on Crypto Briefin…",1,BTC,neutral,0.0,0.6128819584846497
2026-04-18,SEC charges Bitcoin Latinum founder over alleged $16M investor fraud,Crypto Briefing,SEC crypto,"SEC charges Bitcoin Latinum founder over alleged $16M investor fraud The SEC's action highlights the critical need for transparency and accountability in crypto ventures to protect investors and maintain market integrity.
The post SEC charges Bitcoin Latinum founder over alleged $16M investor fraud appeared first on Crypto Bri…",1,BTC,neutral,0.0,0.8970073461532593
2026-04-18,"Nader Al-Naji: Decentralized social platforms ensure censorship resistance, bank-backed stablecoins are set to dominate, and Deso’s unique blockchain drastically reduces content storage costs | Unchained",Crypto Briefing,SEC crypto,"Nader Al-Naji: Decentralized social platforms ensure censorship resistance, bank-backed stablecoins are set to dominate, and Deso’s unique blockchain drastically reduces content storage costs | Unchained Dismissal of fraud charges highlights the challenges of regulating decentralized social platforms like Deso.
The post Nader Al-Naji: Decentralized social platforms ensure censorship resistance, bank-backed stablecoins are set to dominate, and Deso’s unique bl…",1,OTHER,neutral,0.0,0.835380494594574
2026-04-18,Solana futures open interest jumps 20% amid price rally,Crypto Briefing,Solana,"Solana futures open interest jumps 20% amid price rally The surge in Solana futures open interest highlights speculative positioning, but skepticism persists without tangible market catalysts or liquidity.
The post Solana futures open interest jumps 20% amid price rally appeared first on Crypto Briefing.",0,SOL,neutral,0.0,0.49582639336586
2026-04-18,Gold surges on Hormuz news: Here’s what comes next,TheStreet,SOL,"Gold surges on Hormuz news: Here’s what comes next The Strait of Hormuz just got a little less scary. Gold liked what it heard. Spot gold rose approximately 1.0% to $4,838.50 an ounce on April 17 after Iran's...",0,OTHER,positive,0.9472418427467346,0.9472418427467346
2026-04-18,High school baseball and softball: Friday's scores,Yahoo Entertainment,SOL,High school baseball and softball: Friday's scores Check out Friday's high school baseball and softball scores.,0,OTHER,neutral,0.0,0.9137080311775208
2026-04-18,Solana’s Compression Phase Deepens Inside a Wedge Within a Wedge as Developer Growth Outpaces Ether by 1.18X,ZyCrypto,SOL,"Solana’s Compression Phase Deepens Inside a Wedge Within a Wedge as Developer Growth Outpaces Ether by 1.18X Given that Solana is witnessing a wedge-within-a-wedge setup, price volatility might be taking a back seat as buyers and sellers converge.",0,SOL,positive,0.5739224553108215,0.5739224553108215
2026-04-18,A ‘Sustained’ Crypto Winter? Trading Volume Hits Lowest Levels Since 2023 – Report,newsBTC,SOL,A ‘Sustained’ Crypto Winter? Trading Volume Hits Lowest Levels Since 2023 – Report A recent report has suggested that the digital assets market has likely entered its “crypto winter” after the sector’s market capitalization and trading volume continued to decline for a second consecutive quarter. Related Reading: Solana-Based Drift Protocol…,1,SOL,negative,-0.9594538807868958,0.9594538807868958
2026-04-18,niimbot-printer added to PyPI,Pypi.org,SOL,niimbot-printer added to PyPI Desktop label printing for NIIMBOT B1 over USB serial,0,OTHER,neutral,0.0,0.7652609944343567
2026-04-18,Digital twin-assisted blockchain IoT security model using contrastive and causal learning techniques,Nature.com,SOL,Digital twin-assisted blockchain IoT security model using contrastive and causal learning techniques Scientific Reports - Digital twin-assisted blockchain IoT security model using contrastive and causal learning techniques,1,OTHER,neutral,0.0,0.935889720916748
2026-04-18,Venezuela’s Maria Corina Machado draws huge Madrid crowd and rebuffs meeting with Spain's PM,Japan Today,SOL,"Venezuela’s Maria Corina Machado draws huge Madrid crowd and rebuffs meeting with Spain's PM Venezuela's exiled opposition leader María Corina Machado drew several thousand supporters Saturday to a rally in Madrid, where the Nobel laureate declined a meeting with Spain's progressive Prime Minister Pedro Sánchez on a multicountry European tour. Sánche…",0,OTHER,neutral,0.0,0.6674536466598511
2026-04-18,German Top 100 DJ Charts (2026.04.17),Rlsbb.to,SOL,German Top 100 DJ Charts (2026.04.17) Tracklist: 1. Bebe Rexha;Faithless - New Religion[2:55]2. Jennifer Lopez;David Guetta - Save Me Tonight[3:17]3. Anyma;LISA - Bad Angel[2:34]4. Marlon Hoffstadt;DJ Konik - Makina Time[2:11]5. Stereoact;RES3T - Sing Hallelujah[2:54]6. Silienne;Blaikz - Erwachse…,0,OTHER,neutral,0.0,0.9261239767074585
2026-04-18,Solana futures open interest rose by 20% this week: Is $100 SOL next?,Cointelegraph,SOL,"Solana futures open interest rose by 20% this week: Is $100 SOL next? Solana DApps activity, rising open interest in its futures markets and gains across the wider crypto market raise the chance of a SOL rally to $100.",0,SOL,positive,0.9533489346504211,0.9533489346504211
